ChemicalName,PathwayID,label
1-(1-propynyl)pyrene,KEGG_hsa05204,1
1-(1-propynyl)pyrene,KEGG_hsa00980,1
1-(1-propynyl)pyrene,KEGG_hsa04913,1
1-(1-propynyl)pyrene,KEGG_hsa00140,1
1-(1-propynyl)pyrene,KEGG_hsa00380,1
"1,2,3,4,7,8-hexachlorodibenzofuran",KEGG_hsa05204,1
"1,2,3,4,7,8-hexachlorodibenzofuran",KEGG_hsa00980,1
"1,2,3,4,7,8-hexachlorodibenzofuran",KEGG_hsa04913,1
"1,2,3,4,7,8-hexachlorodibenzofuran",KEGG_hsa00140,1
"1,2,3,4,7,8-hexachlorodibenzofuran",KEGG_hsa00380,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04933,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05010,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05146,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05014,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa01523,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04210,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04215,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa00590,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05219,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05224,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05142,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05204,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05210,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa00982,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa01521,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa01522,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05213,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05169,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05418,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04510,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04068,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05332,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05161,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05160,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05168,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04066,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05166,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05016,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04657,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05321,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05164,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05134,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05140,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04211,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04213,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05144,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05162,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa01100,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa00980,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa05206,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04722,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04064,1
"1,2-dibromo-4-(1,2-dibromoethyl)cyclohexane",KEGG_hsa04621,1
